id,Version,English,English (Europe),German,Spanish,Spanish (US),French,French (US),Italian,Dutch,Chinese,Chinese (Traditional),Japanese,Korean,Russian
Ftr_05957,1.0.0,Capricorn ornament,Capricorn ornament,Steinbock-Skulptur,estatua Capricornio,estatua Capricornio,statue Capricorne,statue Capricorne,statua Capricorno,Steenbok-beeld,摩羯座摆饰,摩羯座擺飾,カプリコーンのおきもの,염소자리 모형,комод с Козерогом
Ftr_05958,1.0.0,Sagittarius arrow,Sagittarius arrow,Schütze-Bogen,arco Sagitario,arco Sagitario,arc Sagittaire,arc Sagittaire,arco Sagittario,Boogschutter-pijl,射手座箭矢,射手座箭矢,サジタリアスのや,사수자리 활,лук Стрельца
Ftr_05959,1.0.0,Cancer table,Cancer table,Krebs-Tisch,mesa Cáncer,mesa Cáncer,table Cancer,table Cancer,tavolo Cancro,Kreeft-tafel,巨蟹座桌子,巨蟹座桌子,キャンサーのテーブル,게자리 테이블,стол с Раком
Ftr_05960,1.0.0,Gemini closet,Gemini closet,Zwillinge-Schrank,armario Géminis,armario Géminis,armoire Gémeaux,armoire Gémeaux,armadio Gemelli,Tweelingen-kast,双子座衣柜,雙子座衣櫃,ジェミニのクロゼット,쌍둥이자리 옷장,шкаф с Близнецами
Ftr_05961,1.0.0,Taurus bathtub,Taurus bathtub,Stier-Badewanne,bañera Tauro,bañera Tauro,baignoire Taureau,baignoire Taureau,vasca da bagno Toro,Stier-badkuip,金牛座浴缸,金牛座浴缸,タウラスのバスタブ,황소자리 욕조,ванна-Телец
Ftr_05962,1.0.0,Scorpio lamp,Scorpio lamp,Skorpion-Lampe,lámpara Escorpio,lámpara Escorpio,lampe Scorpion,lampe Scorpion,lampada Scorpione,Schorpioen-lamp,天蝎座灯,天蠍座燈,スコーピオのランプ,전갈자리 램프,лампа-Скорпион
Ftr_05963,1.0.0,Pisces lamp,Pisces lamp,Fische-Lampe,lámpara Piscis,lámpara Piscis,lampe Poissons,lampe Poissons,lampada Pesci,Vissen-lamp,双鱼座灯,雙魚座燈,ピスケスのランプ,물고기자리 램프,лампа с Рыбами
Ftr_05964,1.0.0,Leo sculpture,Leo sculpture,Löwe-Wandschmuck,escultura Leo,escultura Leo,sculpture Lion,sculpture Lion,scultura Leone,Leeuw-beeld,狮子座雕塑,獅子座雕塑,レオのちょうこく,사자자리 벽걸이 장식,барельеф Льва
Ftr_05970,1.0.0,firewood,firewood,Feuerholz,pila de leña,leña,tas de bûches,tas de bûches,legna da ardere,stapel brandhout,柴火,柴火,まき,장작,дрова
Ftr_05972,1.0.0,wild log bench,wild log bench,Rohholzbank,tronco para sentarse,tronco para sentarse,banc bûche,banc bûche,tronco ruvido da seduta,boomstambankje,野外圆木长凳,野外圓木長椅,ワイルドなまるたのベンチ,와일드 통나무 벤치,бревно-лавка
Ftr_05973,1.0.0,log stakes,log stakes,Baumstammpfahl-Set,lote de estacas,set de estacas,lot de piquets tronc,lot de piquets tronc,set di paletti tronco,boomstampalenset,圆木桩,圓木樁,まるたのくい,통나무 말뚝,колья
Ftr_05975,1.0.0,traditional balancing toy,traditional balancing toy,Fingerschaukel,muñeco equilibrista,muñeco equilibrista,jeu d'équilibre traditionnel,jeu d'équilibre traditionnel,gioco d'equilibrio,traditionele balansfiguurtje,平衡玩具,平衡玩具,やじろべえ,균형 잡기 장난감,игрушка-балансир
Ftr_05976,1.0.0,bamboo sphere,bamboo sphere,Bambuskugel,esfera de bambú,esfera de bambú,sphère en bambou,sphère en bambou,sfera di bambù,bamboebol,竹编球,竹球,たけのまり,대나무 공,бамбуковый шар
Ftr_05977,1.0.0,bamboo-shoot lamp,bamboo-shoot lamp,Bambussprossenlampe,lámpara brote de bambú,lámpara brote de bambú,lampe pousse de bambou,lampe pousse de bambou,lampada germoglio bambù,bamboescheutlamp,竹笋灯,竹筍燈,たけのこランプ,죽순 램프,лампа-побег бамбука
Ftr_05978,1.0.0,bamboo lunch box,bamboo lunch box,Bambus-Bento,cesta de pícnic de bambú,cesta de pícnic de bambú,panier-repas en bambou,panier-repas en bambou,portapranzo di bambù,bamboelunchset,竹制便当盒,竹製便當盒,たけのべんとうばこ,대나무 도시락,ланчбокс из бамбука
Ftr_05979,1.0.0,bamboo noodle slide,bamboo noodle slide,Nudelrutsche,canal de bambú para fideos,canal de bambú para fideos,nagashi-sômen,nagashi-sômen,scivolo per spaghetti,bamboewaterglijbaan,流水素面,流水素麵,ながしそうめん,흐르는 국수 장치,желоб с лапшой сомэн
Ftr_06030,1.0.0,cherry-blossom bonsai,cherry-blossom bonsai,Kirschblüten-Bonsai,cerezo en flor bonsái,cerezo en flor bonsái,bonsaï cerisier du Japon,bonsaï cerisier du Japon,bonsai ciliegio,kersenbloesembonsai,樱花盆栽,櫻花盆栽,さくらのぼんさい,벚나무 분재,вишня в цвету бонсай
Ftr_06031,1.0.0,cherry-blossom branches,cherry-blossom branches,Kirschblütenzweigbündel,jarrón con flores de cerezo,jarrón con flores de cerezo,bouquet fleurs de cerisier,bouquet fleurs de cerisier,vaso con rami di ciliegio,kersenbloesemtakken,樱花树枝,櫻花樹枝,さくらのえだ,벚나무 가지,ветви вишни в цвету
Ftr_06032,1.0.0,cherry-blossom-petal pile,cherry-blossom-petal pile,Kirschblütenhaufen,pila de pétalos de cerezo,pila de pétalos de cerezo,tas de pétales de cerisier,tas de pétales de cerisier,mucchio di petali di ciliegio,kersenbloesemblaadjes,樱花花瓣堆,櫻花花瓣堆,さくらのはなびらのやま,벚나무 꽃잎 더미,куча вишневых лепестков
Ftr_06033,1.0.0,outdoor picnic set,outdoor picnic set,Picknick-Set,set de pícnic,set de pícnic,set de pique-nique,set de pique-nique,set da picnic ciliegio,picknickset,赏花组合,賞花組合,おはなみセット,피크닉 세트,набор для пикника
Ftr_06075,1.0.0,tree's bounty mobile,tree's bounty mobile,Baumfrucht-Mobile,móvil frutos del bosque,móvil frutos del bosque,mobile fruits des bois,mobile fruits des bois,giostrina frutti dell'albero,herfstmobile,树果挂饰,樹果掛飾,きのみのモビール,나무 열매 모빌,мобиль из даров леса
Ftr_06078,1.0.0,tree's bounty lamp,tree's bounty lamp,Baumfrucht-Lampe,lámpara frutos del bosque,lámpara frutos del bosque,lampe fruits des bois,lampe fruits des bois,lampada frutti dell'albero,herfstlamp,树果灯,樹果燈,きのみのランプ,나무 열매 램프,лампа из даров леса
Ftr_06079,1.0.0,tree's bounty little tree,tree's bounty little tree,Baumfrucht-Bäumchen,arbolito frutos del bosque,arbolito frutos del bosque,petit sapin fruits des bois,petit sapin fruits des bois,alberello frutti dell'albero,herfstfeestboompje,小树果树,小樹果樹,ちいさなきのみのツリー,작은 나무 열매 트리,деревце из даров леса
Ftr_06080,1.0.0,tree's bounty big tree,tree's bounty big tree,Baumfrucht-Tannenbaum,árbol frutos del bosque,árbol frutos del bosque,grand sapin fruits des bois,grand sapin fruits des bois,abete frutti dell'albero,herfstfeestboom,大树果树,大樹果樹,おおきなきのみのツリー,커다란 나무 열매 트리,бол. дерево из даров леса
Ftr_06081,1.0.0,tree's bounty arch,tree's bounty arch,Baumfrucht-Bogen,arco frutos del bosque,arco frutos del bosque,arche fruits des bois,arche fruits des bois,arco frutti dell'albero,herfstpoort,树果拱门,樹果拱門,きのみのアーチ,나무 열매 아치,арка из даров леса
Ftr_06813,1.0.0,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス,とたけけライブのイス
Ftr_06818,1.0.0,ornament mobile,ornament mobile,Objektmobile,móvil ornamentos,móvil ornamentos,mobile ornemental,mobile ornemental,decorazione con palline,feestelijke mobile,挂饰,掛飾,オーナメントのモビール,오너먼트 모빌,праздничный мобиль
Ftr_06826,1.0.0,nova light,nova light,Lichtstern,lámpara estrella,lámpara estrella,lampe nova,lampe nova,lampada stella,novalamp,星光,星光,スターライト,별 조명,светильник-звезда
Ftr_06827,1.0.0,starry garland,starry garland,Sternengirlande,guirnalda estrellas,guirnalda estrellas,guirlande lumineuse étoiles,guirlande lumineuse étoiles,decorazione stellata,sterrenslinger,星星挂饰,星星掛旗,スターなガーランド,별 모양 가랜드,гирлянда со звездами
Ftr_06829,1.0.0,crescent-moon chair,crescent-moon chair,Mondsichelstuhl,sillón cuarto creciente,sillón cuarto creciente,fauteuil croissant de lune,fauteuil croissant de lune,sofà mezzaluna con stella,maansikkelstoel,新月椅,新月椅,みかづきチェア,초승달 체어,стул-месяц
Ftr_06831,1.0.0,blossom-viewing lantern,blossom-viewing lantern,Kirschblütenlaterne,farol flor de cerezo,farol flor de cerezo,lanterne de floraison,lanterne de floraison,lanterna fiori di ciliegio,kersenbloesemlantaarn,赏花提灯,賞花提燈,おはなみのちょうちん,벚꽃 초롱,фонарь с лепестками
Ftr_06832,1.0.0,cherry-blossom clock,cherry-blossom clock,Kirschblütenuhr,reloj flor de cerezo,reloj flor de cerezo,horloge cerisier,horloge cerisier,orologio fiore di ciliegio,kersenbloesemklok,樱花时钟,櫻花時鐘,さくらクロック,벚꽃 시계,часы-сакура
Ftr_07032,1.0.0,gold HHA trophy,gold HHA trophy,AdsH-Goldpokal,trofeo AAD de oro,trofeo AAD de oro,trophée AJD or,trophée AJD or,trofeo ABC d'oro,gouden AWW-trofee,金屋奖杯,金屋獎盃,きんのおうちトロフィー,집 모양 금 트로피,золотой кубок АДУ
Ftr_07035,1.0.0,gold HHA plaque,gold HHA plaque,AdsH-Goldabzeichen,placa AAD de oro,placa AAD de oro,plaque AJD or,plaque AJD or,targa ABC d'oro,gouden AWW-plaket,快乐家协会金奖座,快樂家協會金獎座,アカデミーのきんのたて,아카데미 금 상패,золотая доска АДУ
Ftr_07036,1.0.0,silver HHA plaque,silver HHA plaque,AdsH-Silberabzeichen,placa AAD de plata,placa AAD de plata,plaque AJD argent,plaque AJD argent,targa ABC d'argento,zilveren AWW-plaket,快乐家协会银奖座,快樂家協會銀獎座,アカデミーのぎんのたて,아카데미 은 상패,серебряная доска АДУ
Ftr_07037,1.0.0,bronze HHA plaque,bronze HHA plaque,AdsH-Bronzeabzeichen,placa AAD de bronce,placa AAD de bronce,plaque AJD bronze,plaque AJD bronze,targa ABC di bronzo,bronzen AWW-plaket,快乐家协会铜奖座,快樂家協會銅獎座,アカデミーのどうのたて,아카데미 동 상패,бронзовая доска АДУ
Ftr_07040,1.0.0,HHA pennant,HHA pennant,AdsH-Fähnchen,banderín AAD,banderín AAD,fanion de l'AJD,fanion de l'AJD,gagliardetto ABC,AWW-vaantje,快乐家协会锦旗,快樂家協會錦旗,アカデミーのペナント,아카데미 페넌트,вымпел АДУ
Ftr_07043,1.0.0,Stonehenge,Stonehenge,Steinmonument,círculo de Stonehenge,círculo de Stonehenge,cromlech,Stonehenge,sito neolitico,steencirkel,巨石阵,巨石陣,ストーンヘンジ,스톤헨지,Стоунхендж
Ftr_07045,1.0.0,recycled-can thumb piano,recycled-can thumb piano,Dosen-Kalimba,kalimba casero,kalimba casero,marimbula en métal recyclé,marimbula en métal recyclé,kalimba di latta,blikduimpiano,空罐卡林巴琴,空罐卡林巴琴,あきかんカリンバ,깡통 칼림바,калимба из жестянки
Ftr_07047,1.0.0,zen cushion,zen cushion,Fernost-Kissen,cojín con borlas,cojín con borlas,zabuton,zabuton,cuscino giapponese,zenkussen,座垫,坐墊,ざぶとん,방석,дзен-подушка
Ftr_07048,1.0.0,pile of zen cushions,pile of zen cushions,Fernost-Kissen-Stapel,pila de cojines con borlas,pila de cojines con borlas,pile de zabutons,pile de zabutons,pila di cuscini giapponesi,stapel zenkussens,座垫堆,坐墊堆,ざぶとんのやま,방석 더미,стопка дзен-подушек
Ftr_07098,1.0.0,bronze HHA trophy,bronze HHA trophy,AdsH-Bronzepokal,trofeo AAD de bronce,trofeo AAD de bronce,trophée AJD bronze,trophée AJD bronze,trofeo ABC di bronzo,bronzen AWW-trofee,铜屋奖杯,銅屋獎盃,どうのおうちトロフィー,집 모양 동 트로피,бронзовый кубок АДУ
Ftr_07100,1.0.0,silver HHA trophy,silver HHA trophy,AdsH-Silberpokal,trofeo AAD de plata,trofeo AAD de plata,trophée AJD argent,trophée AJD argent,trofeo ABC d'argento,zilveren AWW-trofee,银屋奖杯,銀屋獎盃,ぎんのおうちトロフィー,집 모양 은 트로피,серебряный кубок АДУ
Ftr_07132,1.0.0,wooden double bed,wooden double bed,Holzdoppelbett,cama doble de madera,cama doble de madera,lit double en bois,lit double en bois,letto matrimoniale di legno,houten tweepersoonsbed,木制双人床,木製雙人床,もくせいダブルベッド,목제 더블 침대,двуспальная дер. кровать
Ftr_07133,1.0.0,wooden mini table,wooden mini table,Holztischchen,mesita de madera,mesita de madera,mini table en bois,mini table en bois,tavolino di legno,houten tafeltje,木制小桌,木製小桌,もくせいミニテーブル,목제 미니 테이블,деревянный столик
Ftr_07134,1.0.0,wooden low table,wooden low table,Holzsofatisch,mesa de centro de madera,mesa ratona de madera,table basse en bois,table basse en bois,tavolinetto di legno,houten salontafel,木制矮桌,木製矮桌,もくせいローテーブル,목제 낮은 테이블,деревянный мини-стол
Ftr_07135,1.0.0,floor light,floor light,Fußboden-Spot,punto de luz de suelo,luz de suelo,spot de sol,spot de sol,faretto da pavimento,grondspotje,地灯,地燈,グランドライト,바닥 조명,напольная подсветка
Ftr_07136,1.0.0,cat grass,cat grass,Katzengras,hierba gatera,hierba para gatos,herbe à chat,herbe à chat,vaso di erbetta,pot met kattengras,猫草,貓草,ネコぐさ,캣그라스,трава для котов
Ftr_07137,1.0.0,wooden full-length mirror,wooden full-length mirror,Holzspiegel,espejo de pie de madera,espejo de pie de madera,miroir plein pied en bois,miroir plein pied en bois,specchio da terra di legno,houten staande spiegel,木制穿衣镜,木製穿衣鏡,もくせいのすがたみ,목제 전신 거울,напольное дер. зеркало
Ftr_07138,1.0.0,Mom's tea cozy,Mom's tea cozy,Häkel-Tee-Set von Mama,cubretetera de mamá,cubretetera de mamá,couvre-théière de maman,couvre-théière de maman,copriteiera di mamma,mama's theemuts,妈妈茶壶保温套,媽媽茶壺保溫套,ははのポットカバー,엄마의 주전자 커버,мамин чехол для чая
Ftr_07139,1.0.0,Mom's art,Mom's art,Gemälde von Mama,cuadro de mamá,cuadro de mamá,tableau peint par maman,tableau peint par maman,quadretto di mamma,mama's kunstwerk,妈妈艺术,媽媽藝術,ははのアート,엄마의 아트,мамин натюрморт
Ftr_07140,1.0.0,Mom's tissue box,Mom's tissue box,Tuchspender von Mama,caja de pañuelos de mamá,caja de pañuelos de mamá,boîte mouchoirs de maman,boîte mouchoirs de maman,portatovaglioli di mamma,mama's tissuedoos,妈妈卫生纸盒,媽媽衛生紙盒,ははのティッシュケース,엄마의 티슈 케이스,мамины салфетки
Ftr_07141,1.0.0,Mom's pen stand,Mom's pen stand,Stifthalter von Mama,lapicero de mamá,lapicero de mamá,porte-stylos de maman,porte-stylo de maman,portapenne di mamma,mama's pennenbakje,妈妈笔筒,媽媽筆筒,ははのペンたて,엄마의 연필꽂이,мамины карандаши
Ftr_07142,1.0.0,simple DIY workbench,simple DIY workbench,Behelfswerkbank,banco de bricolaje sencillo,mesa de taller sencilla,établi de bricolage simple,établi de bricolage simple,banco da lavoro grezzo,eenvoudige werkbank,朴素DIY作业台,樸素DIY作業台,そぼくなDIYさぎょうだい,소박한 DIY 작업대,незамысловатый верстак
Ftr_07143,1.0.0,Mom's candle set,Mom's candle set,Kerzenset von Mama,set de velas de mamá,set de velas de mamá,set de bougies de maman,duo de bougies de maman,set di candele di mamma,mama's kaarsenset,妈妈蜡烛,媽媽蠟燭,ははのキャンドル,엄마의 양초,мамины свечи
Ftr_07144,1.0.0,Mom's cushion,Mom's cushion,Kissen von Mama,cojín de mamá,cojín de mamá,coussin de maman,coussin de maman,cuscino di mamma,mama's kussen,妈妈抱枕,媽媽抱枕,ははのクッション,엄마의 쿠션,мамина подушка
Ftr_07145,1.0.0,Mom's embroidery,Mom's embroidery,Stickbild von Mama,bordado de mamá,bordado de mamá,broderie de maman,broderie de maman,decorazione di mamma,mama's naaiwerkje,妈妈刺绣装饰,媽媽刺繡裝飾,ははのししゅうかざり,엄마의 자수 장식,мамина вышивка
Ftr_07146,1.0.0,Mom's homemade cake,Mom's homemade cake,Kuchen von Mama,tarta casera de mamá,pastel casero de mamá,gâteau fait par maman,gâteau fait par maman,torta casalinga di mamma,mama's zelfgebakken taart,妈妈手作蛋糕,媽媽手作蛋糕,ははのてづくりケーキ,엄마의 수제 케이크,мамин торт
Ftr_07147,1.0.0,Mom's plushie,Mom's plushie,Kuscheltier von Mama,peluche de mamá,peluche de mamá,peluche de maman,toutou de maman,pupazzo di mamma,mama's knuffel,妈妈玩偶,媽媽玩偶,ははのぬいぐるみ,엄마의 솜인형,мамина игрушка
Ftr_07148,1.0.0,life ring,life ring,Rettungsring,salvavidas,salvavidas,bouée de sauvetage,bouée de sauvetage,salvagente,reddingsboei,泳圈,泳圈,うきわ,튜브,спасательный круг
Ftr_07150,1.0.0,blue corner,blue corner,Ecke (blau),esquina azul,esquina azul,coin bleu,coin bleu,angolo blu,blauwe hoek,蓝色转角,藍色轉角,あおコーナー,파란색 링 모서리,синий угол
Ftr_07151,1.0.0,red corner,red corner,Ecke (rot),esquina roja,esquina roja,coin rouge,coin rouge,angolo rosso,rode hoek,红色转角,紅色轉角,あかコーナー,빨간색 링 모서리,красный угол
Ftr_07152,1.0.0,neutral corner,neutral corner,Ecke (neutral),esquina neutral,esquina neutral,coin neutre,coin neutre,angolo neutrale,neutrale hoek,中性色转角,中性色轉角,ニュートラルコーナー,뉴트럴 링 모서리,нейтральный угол
Ftr_07153,1.0.0,cypress bathtub,cypress bathtub,Zypressenbad,bañera de ciprés,bañera de ciprés,baignoire en cyprès,baignoire en cyprès,vasca da bagno in cipresso,cipreshouten badkuip,桧木泡澡桶,檜木泡澡桶,ひのきぶろ,노송나무 욕조,ванна из кипариса
Ftr_07159,1.0.0,cardboard sofa,cardboard sofa,Kartonsofa,sofá de cartón,sofá de cartón,canapé en carton,canapé en carton,sofà scatolone,kartonnen sofa,纸箱沙发,紙箱沙發,ダンボールソファ,박스 소파,картонный диван
Ftr_07160,1.0.0,cardboard table,cardboard table,Kartontisch,mesa de cartón,mesa de cartón,table en carton,table en carton,tavolo scatolone,kartonnen tafel,纸箱桌,紙箱桌,ダンボールテーブル,박스 테이블,картонный стол
Ftr_07161,1.0.0,cardboard bed,cardboard bed,Kartonbett,cama de cartón,cama de cartón,lit en carton,lit en carton,letto scatolone,kartonnen bed,纸箱床铺,紙箱床鋪,ダンボールベッド,박스 침대,картонная кровать
Ftr_07163,1.0.0,cardboard chair,cardboard chair,Kartonhocker,silla de cartón,silla de cartón,siège en carton,siège en carton,sgabello scatolone,kartonnen stoel,纸箱椅,紙箱椅,ダンボールチェア,박스 의자,картонный стул
Ftr_07189,1.0.0,studio spotlight,studio spotlight,Standscheinwerfer,foco profesional de pie,foco profesional de pie,spot sur pied,spot sur pied,faretto su treppiede,studiospotlight,聚光灯,聚光燈,スポットライト,스포트라이트,прожектор со штативом
Ftr_07190,1.0.0,studio wall spotlight,studio wall spotlight,Wandscheinwerfer,foco profesional para colgar,foco profesional para colgar,spot mural,spot mural,faretto da muro,plafondspotlight,壁挂式聚光灯,壁掛式聚光燈,かべかけスポットライト,벽걸이 스포트라이트,настенный прожектор
Ftr_07229,1.0.0,handcart,handcart,Schubkarre,carretilla,carretilla,brouette,brouette,carriola,kruiwagen,独轮推车,獨輪推車,ネコぐるま,외바퀴 손수레,тачка
Ftr_07230,1.0.0,cosmos shower,cosmos shower,Cosmeadusche,ducha cosmos,ducha cosmos,douche cosmos,douche cosmos,doccia cosmea,cosmeadouche,波斯菊花洒,波斯菊花灑,コスモスのシャワー,코스모스 샤워기,душ-космея
Ftr_07231,1.0.0,tulip surprise box,tulip surprise box,Überraschungstulpe,caja sorpresa tulipán,caja sorpresa tulipán,boîte à malice tulipe,boîte à malice tulipe,scatola a sorpresa tulipano,verrassingstulp,郁金香惊吓箱,鬱金香驚嚇箱,チューリップのビックリばこ,튤립 깜짝 상자,шкатулка-тюльпан
Ftr_07232,1.0.0,mum cushion,mum cushion,Chrysanthemenkissen,puf crisantemo,puf crisantemo,coussin chrysanthème,coussin chrysanthème,cuscino crisantemo,chrysantkussen,菊花抱枕,菊花抱枕,キクのクッション,국화 스툴,подушка-хризантема
Ftr_07233,1.0.0,windflower fan,windflower fan,Anemonenventilator,ventilador anémona,ventilador anémona,ventilateur anémone,ventilateur anémone,ventilatore anemone,anemoonventilator,银莲花风扇,銀蓮花風扇,アネモネのせんぷうき,아네모네 선풍기,вентилятор-ветреница
Ftr_07234,1.0.0,hyacinth lamp,hyacinth lamp,Hyazinthenlampe,lámpara jacinto,lámpara jacinto,lampe jacinthe,lampe jacinthe,lampada giacinto,hyacintlamp,风信子灯,風信子燈,ヒヤシンスのランプ,히아신스 전등,лампа-гиацинт
Ftr_07235,1.0.0,rose bed,rose bed,Rosenbett,cama rosa,cama rosa,lit rose,lit rose,letto a rosa,rozenbed,玫瑰床铺,玫瑰床鋪,バラのベッド,장미 침대,кровать-роза
Ftr_07236,1.0.0,lily record player,lily record player,Liliengrammofon,gramófono lirio,gramófono lirio,tourne-disque lys,tourne-disque lys,giradischi giglio,lelieplatenspeler,百合唱片播放器,百合唱片播放器,ユリのレコードプレーヤー,백합 레코드플레이어,граммофон-лилия
Ftr_07237,1.0.0,pansy table,pansy table,Stiefmütterchentisch,mesa viola,mesa viola,table pensée,table pensée,tavolo a viola,viooltjestafel,三色堇桌,三色堇桌,パンジーのテーブル,팬지 테이블,стол-фиалка
Ftr_07238,1.0.0,anchor statue,anchor statue,Ankerskulptur,escultura de ancla,escultura de ancla,sculpture d'ancre,sculpture d'ancre,statua di ancora,ankerstandbeeld,锚装饰品,錨裝飾品,いかりのオブジェ,닻 장식,статуя-якорь
Ftr_07247,1.0.0,silo,silo,Silo,silo,silo,silo,silo,silo,silo,筒仓,筒倉,サイロ,저장탑,силосная башня
Ftr_07253,1.0.0,star clock,star clock,Sternuhr,reloj estrella,reloj estrella,horloge étoile,horloge étoile,orologio stella,sterrenklok,星星时钟,星星時鐘,スタークロック,별 시계,часы-звезда
Ftr_07257,1.0.0,pedal board,pedal board,Effekt-Board,pedalera de guitarra,pedalera de guitarra,pedalboard,pédalier,pedana con pedali,effectpedalen,效果器组合,效果器組合,エフェクターセット,이펙터 세트,педальная панель
Ftr_07258,1.0.0,modeling clay,modeling clay,Spielknete-Set,arcilla para modelar,arcilla para modelar,kit de pâte à modeler,kit de pâte à modeler,creta da modellare,stuk boetseerklei,黏土玩具,黏土玩具,ねんどのおもちゃ,점토 장난감,пластилин
Ftr_07259,1.0.0,palm-tree lamp,palm-tree lamp,Palmenlampe,lámpara palmera,lámpara palmera,lampe palmier,lampe palmier,lampada palma,palmboomlamp,棕榈树灯,棕櫚樹燈,パームツリーランプ,야자수 램프,торшер-пальма
Ftr_07260,1.0.0,floor sign,floor sign,Warnschild,señal de suelo,señal de suelo,panneau d'avertissement,panneau d'avertissement,segnale da pavimento,gevaarbord,人字牌,地板告示牌,フロアサイン,플로어 사인,напольный знак
Ftr_07261,1.0.0,trophy case,trophy case,Pokalvitrine,vitrina de trofeos,vitrina de trofeos,présentoir à trophée,présentoir à trophée,vetrina per trofei,prijzenkast,奖杯柜,獎盃櫃,トロフィーケース,트로피 케이스,витрина с трофеями
Ftr_07262,1.0.0,metal can,metal can,Metallkanister,lata metálica,lata metálica,bidon métallique,bidon métallique,latta di metallo,blik,一斗罐,一斗罐,いっとかん,사각 깡통,металлическая канистра
Ftr_07264,1.0.0,champion's pennant,champion's pennant,Siegesfahne,estandarte de la victoria,estandarte de la victoria,fanion de champion,fanion de champion,vessillo del campione,kampioensvaandel,优胜旗,優勝旗,ゆうしょうき,우승기,вымпел чемпиона
Ftr_07280,1.0.0,gears,gears,Zahnradgetriebe,engranaje,engranaje,rouage,rouage,set di ingranaggi,tandwielen,齿轮,齒輪,はぐるま,톱니바퀴,шестерни
Ftr_07281,1.0.0,sleigh,sleigh,Schlitten,trineo,trineo,luge,luge,slitta,slee,雪橇,雪橇,そり,썰매,сани
Ftr_07282,1.0.0,hanging scroll,hanging scroll,Rollbild,pergamino para colgar,pergamino para colgar,rouleau suspendu,rotulus mural,arazzo appeso,wandrol,挂轴,掛軸,かけじく,족자,висящий свиток
Ftr_07284,1.0.0,nutcracker,nutcracker,Nussknacker,soldado cascanueces,soldado cascanueces,casse-noisettes,casse-noisettes,soldatino,notenkraker,胡桃夹子娃娃,胡桃鉗娃娃,くるみわりにんぎょう,호두까기 인형,щелкунчик
Ftr_07317,1.0.0,zen-style stone,zen-style stone,Japan-Grabstein,tumba japonesa,tumba japonesa,pierre tombale japonaise,pierre tombale japonaise,lapide giapponese,zengrafsteen,和风墓碑,和風墓碑,わふうのはかいし,일본식 묘석,дзен-памятник
Ftr_07379,1.0.0,wind turbine,wind turbine,Windrad,aerogenerador,aerogenerador,éolienne,éolienne,turbina eolica,windmolen,风力发电机,風力發電機,ふうりょくはつでんき,풍력 발전기,ветряк
Ftr_07390,1.0.0,leaf stool,leaf stool,Laubhocker,taburete hoja,taburete hoja,tabouret feuille,tabouret feuille,sgabello foglia,bladerkruk,落叶凳子,落葉凳子,おちばスツール,낙엽 스툴,табурет-лист
Ftr_07391,1.0.0,tatami bed,tatami bed,Tatamibett,cama tatami,cama tatami,lit tatami,lit tatami,letto tatami,tatamibed,榻榻米床铺,榻榻米床鋪,タタミのベッド,돗자리 침대,кровать-татами
Ftr_07392,1.0.0,candy machine,candy machine,Kaugummiautomat,máquina de dulces,máquina de dulces,distributeur de bonbons,distributeur de bonbons,distributore di caramelle,kauwgomballenautomaat,糖果机,糖果機,キャンディマシン,캔디 머신,автомат для леденцов
Ftr_07393,1.0.0,pond stone,pond stone,Vogelbad-Fels,roca con agua,roca con agua,mare galet,galet d'étang,pietra laghetto,stenen vogelbad,石水盆,石水盆,いしのみずうけ,돌 물받이,пруд из камня
Ftr_07408,1.0.0,maple-leaf pond stone,maple-leaf pond stone,Herbstlaub-Vogelbad-Fels,roca con agua y hojas arce,roca con agua y hojas arce,mare galet feuilles d'érable,galet d'étang feuille érable,pietra laghetto foglie acero,herfst-stenen-vogelbad,石水盆～枫叶～,石水盆～楓葉～,いしのみずうけ～もみじ～,낙엽 돌 물받이,пруд из камня (клен)
Ftr_07409,1.0.0,cherry-blossom pond stone,cherry-blossom pond stone,Kirschblüten-Vogelbad-Fels,roca con agua y pétalos,roca con agua y pétalos,mare galet fleurs de cerisier,galet d'étang fl. de cerisier,pietra laghetto fiori ciliegio,kersenbloesemvogelbad,石水盆～樱花～,石水盆～櫻花～,いしのみずうけ～さくら～,벚꽃 돌 물받이,пруд из камня (вишня)
Ftr_07452,1.0.0,raccoon figurine,raccoon figurine,Waschbärenfigur,figura oriental de mapache,figura oriental de mapache,raton laveur,raton laveur,bambola procione,tanukibeeldje,狸猫摆饰,狸貓擺飾,たぬきのおきもの,너구리 모형,фигурка енота
Ftr_07453,1.0.0,aluminum briefcase,aluminum briefcase,Alukoffer,maletín de aluminio,maletín de aluminio,valise en aluminium,valise en aluminium,valigetta di metallo,aluminium koffer,铝合金箱,鋁合金箱,ジュラルミンケース,듀랄루민 케이스,алюминиевый кейс
Ftr_07454,1.0.0,wooden toolbox,wooden toolbox,Holz-Werkzeugkasten,caja herramientas madera,caja herramientas madera,caisse à outils en bois,caisse à outils en bois,portautensili di legno,houten gereedschapskist,木制工具箱,木製工具箱,もくせいのこうぐばこ,목제 공구 상자,ящик с инструментами
